2017-12-18,3.424,3.5055,3.4437330866666627,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514109494396
2017-12-19,3.5055,3.365,3.4980390833333237,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514109494396
2017-12-20,3.365,3.1778,3.4001329299999963,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514109494396
2017-12-21,3.1778,,3.422569209999993,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514109494396
2017-12-18,3.424,3.5055,3.4437330866666627,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514109506160
2017-12-19,3.5055,3.365,3.4980390833333237,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514109506160
2017-12-20,3.365,3.1778,3.4001329299999963,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514109506160
2017-12-21,3.1778,,3.422569209999993,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514109506160
2017-12-18,3.424,3.5055,3.441199761666663,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514109520442
2017-12-19,3.5055,3.365,3.513252513333329,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514109520442
2017-12-20,3.365,3.1778,3.394079049999997,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514109520442
2017-12-21,3.1778,,3.40447244238095,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514109520442
2017-12-18,3.424,3.5055,3.4333467566666616,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514109535565
2017-12-19,3.5055,3.365,3.50652220333333,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514109535565
2017-12-20,3.365,3.1778,3.4018611433333295,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514109535565
2017-12-21,3.1778,,3.395721220476188,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514109535565
2017-12-18,3.424,3.5055,3.440292386666662,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514110670283
2017-12-19,3.5055,3.365,3.49620259999999,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514110670283
2017-12-20,3.365,3.1778,3.4004198499999965,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514110670283
2017-12-21,3.1778,3.0297,3.415515513333329,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514110670283
2017-12-22,3.0297,,3.2013035733333335,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514110670283
2017-12-18,3.424,3.5055,3.440292386666662,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514110682074
2017-12-19,3.5055,3.365,3.49620259999999,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514110682074
2017-12-20,3.365,3.1778,3.4004198499999965,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514110682074
2017-12-21,3.1778,3.0297,3.415515513333329,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514110682074
2017-12-22,3.0297,,3.2013035733333335,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514110682074
2017-12-18,3.424,3.5055,3.4396990169047608,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514110696532
2017-12-19,3.5055,3.365,3.51927877333333,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514110696532
2017-12-20,3.365,3.1778,3.4019072052380945,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514110696532
2017-12-21,3.1778,3.0297,3.399015575714284,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514110696532
2017-12-22,3.0297,,3.202056103333335,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514110696532
2017-12-18,3.424,3.5055,3.438133056666661,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514110711609
2017-12-19,3.5055,3.365,3.504323763333332,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514110711609
2017-12-20,3.365,3.1778,3.407445186666662,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514110711609
2017-12-21,3.1778,3.0297,3.3870786738095195,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514110711609
2017-12-22,3.0297,,3.156930626666664,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514110711609
2017-12-18,3.424,3.5055,3.440292386666662,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514130514135
2017-12-19,3.5055,3.365,3.49620259999999,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514130514135
2017-12-20,3.365,3.1778,3.4004198499999965,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514130514135
2017-12-21,3.1778,3.0297,3.415515513333329,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514130514135
2017-12-22,3.0297,,3.2013035733333335,random_forest,055418e1-c6b8-4a3e-8d6e-9505facdebf4,20171224,1514130514135
2017-12-18,3.424,3.5055,3.440292386666662,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514130526414
2017-12-19,3.5055,3.365,3.49620259999999,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514130526414
2017-12-20,3.365,3.1778,3.4004198499999965,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514130526414
2017-12-21,3.1778,3.0297,3.415515513333329,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514130526414
2017-12-22,3.0297,,3.2013035733333335,random_forest,735d6892-0b44-4c9c-a909-533e44626f34,20171224,1514130526414
2017-12-18,3.424,3.5055,3.4396990169047608,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514130541898
2017-12-19,3.5055,3.365,3.51927877333333,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514130541898
2017-12-20,3.365,3.1778,3.4019072052380945,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514130541898
2017-12-21,3.1778,3.0297,3.399015575714284,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514130541898
2017-12-22,3.0297,,3.202056103333335,random_forest,62e99367-92a5-42e1-9a72-f2d7916be0d6,20171224,1514130541898
2017-12-18,3.424,3.5055,3.438133056666661,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514130557881
2017-12-19,3.5055,3.365,3.504323763333332,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514130557881
2017-12-20,3.365,3.1778,3.407445186666662,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514130557881
2017-12-21,3.1778,3.0297,3.3870786738095195,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514130557881
2017-12-22,3.0297,,3.156930626666664,random_forest,bb0ae734-6ab1-44dd-93ae-7ebd30aa9894,20171224,1514130557881
